Username,Full name,Biography,Verified,Website,No. of followers,No. of Following,No. of Uploads,Post Url,Likes,Comments,Day,Time,Engagement rate,Profile Picture
hamami,,,"[False, False, False, False, False, False, False, False, False, False, False, False]",,73,3,22,https://www.instagram.com/p/b4yiTZnxIC/,9,0,Thursday - 18 Jul 2013,02 AM,4.10958904109589,https://instagram.fcai2-1.fna.fbcdn.net/v/t51.2885-19/11421954_1616539941964334_441288015_a.jpg?_nc_ht=instagram.fcai2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=gwtb6lAfhecAX-nWw1s&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-V2rMHvOO9lnQrhm2i9aHiNu9Tnm4wM5FvWdxlGV9XAw&oe=6292013F&_nc_sid=7bff83
hamami,,,"[False, False, False, False, False, False, False, False, False, False, False, False]",,73,3,22,https://www.instagram.com/p/b1GAqxnxMs/,5,0,Tuesday - 16 Jul 2013,04 PM,4.10958904109589,https://instagram.fcai2-1.fna.fbcdn.net/v/t51.2885-19/11421954_1616539941964334_441288015_a.jpg?_nc_ht=instagram.fcai2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=gwtb6lAfhecAX-nWw1s&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-V2rMHvOO9lnQrhm2i9aHiNu9Tnm4wM5FvWdxlGV9XAw&oe=6292013F&_nc_sid=7bff83
hamami,,,"[False, False, False, False, False, False, False, False, False, False, False, False]",,73,3,22,https://www.instagram.com/p/boPja5HxNW/,4,0,Thursday - 11 Jul 2013,04 PM,4.10958904109589,https://instagram.fcai2-1.fna.fbcdn.net/v/t51.2885-19/11421954_1616539941964334_441288015_a.jpg?_nc_ht=instagram.fcai2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=gwtb6lAfhecAX-nWw1s&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-V2rMHvOO9lnQrhm2i9aHiNu9Tnm4wM5FvWdxlGV9XAw&oe=6292013F&_nc_sid=7bff83
hamami,,,"[False, False, False, False, False, False, False, False, False, False, False, False]",,73,3,22,https://www.instagram.com/p/bnwdS6nxBf/,1,0,Thursday - 11 Jul 2013,11 AM,4.10958904109589,https://instagram.fcai2-1.fna.fbcdn.net/v/t51.2885-19/11421954_1616539941964334_441288015_a.jpg?_nc_ht=instagram.fcai2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=gwtb6lAfhecAX-nWw1s&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-V2rMHvOO9lnQrhm2i9aHiNu9Tnm4wM5FvWdxlGV9XAw&oe=6292013F&_nc_sid=7bff83
hamami,,,"[False, False, False, False, False, False, False, False, False, False, False, False]",,73,3,22,https://www.instagram.com/p/bnMeYwnxG_/,5,2,Thursday - 11 Jul 2013,06 AM,4.10958904109589,https://instagram.fcai2-1.fna.fbcdn.net/v/t51.2885-19/11421954_1616539941964334_441288015_a.jpg?_nc_ht=instagram.fcai2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=gwtb6lAfhecAX-nWw1s&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-V2rMHvOO9lnQrhm2i9aHiNu9Tnm4wM5FvWdxlGV9XAw&oe=6292013F&_nc_sid=7bff83
hamami,,,"[False, False, False, False, False, False, False, False, False, False, False, False]",,73,3,22,https://www.instagram.com/p/bicZWCHxIL/,4,0,Tuesday - 09 Jul 2013,10 AM,4.10958904109589,https://instagram.fcai2-1.fna.fbcdn.net/v/t51.2885-19/11421954_1616539941964334_441288015_a.jpg?_nc_ht=instagram.fcai2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=gwtb6lAfhecAX-nWw1s&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-V2rMHvOO9lnQrhm2i9aHiNu9Tnm4wM5FvWdxlGV9XAw&oe=6292013F&_nc_sid=7bff83
hamami,,,"[False, False, False, False, False, False, False, False, False, False, False, False]",,73,3,22,https://www.instagram.com/p/bVpH05nxAf/,4,2,Thursday - 04 Jul 2013,10 AM,4.10958904109589,https://instagram.fcai2-1.fna.fbcdn.net/v/t51.2885-19/11421954_1616539941964334_441288015_a.jpg?_nc_ht=instagram.fcai2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=gwtb6lAfhecAX-nWw1s&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-V2rMHvOO9lnQrhm2i9aHiNu9Tnm4wM5FvWdxlGV9XAw&oe=6292013F&_nc_sid=7bff83
hamami,,,"[False, False, False, False, False, False, False, False, False, False, False, False]",,73,3,22,https://www.instagram.com/p/bT7b5bnxFV/,1,0,Wednesday - 03 Jul 2013,06 PM,4.10958904109589,https://instagram.fcai2-1.fna.fbcdn.net/v/t51.2885-19/11421954_1616539941964334_441288015_a.jpg?_nc_ht=instagram.fcai2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=gwtb6lAfhecAX-nWw1s&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-V2rMHvOO9lnQrhm2i9aHiNu9Tnm4wM5FvWdxlGV9XAw&oe=6292013F&_nc_sid=7bff83
hamami,,,"[False, False, False, False, False, False, False, False, False, False, False, False]",,73,3,22,https://www.instagram.com/p/bG2mNhHxNS/,1,0,Friday - 28 Jun 2013,05 PM,4.10958904109589,https://instagram.fcai2-1.fna.fbcdn.net/v/t51.2885-19/11421954_1616539941964334_441288015_a.jpg?_nc_ht=instagram.fcai2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=gwtb6lAfhecAX-nWw1s&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-V2rMHvOO9lnQrhm2i9aHiNu9Tnm4wM5FvWdxlGV9XAw&oe=6292013F&_nc_sid=7bff83
hamami,,,"[False, False, False, False, False, False, False, False, False, False, False, False]",,73,3,22,https://www.instagram.com/p/bEP2iSHxNd/,1,0,Thursday - 27 Jun 2013,04 PM,4.10958904109589,https://instagram.fcai2-1.fna.fbcdn.net/v/t51.2885-19/11421954_1616539941964334_441288015_a.jpg?_nc_ht=instagram.fcai2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=gwtb6lAfhecAX-nWw1s&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-V2rMHvOO9lnQrhm2i9aHiNu9Tnm4wM5FvWdxlGV9XAw&oe=6292013F&_nc_sid=7bff83
hamami,,,"[False, False, False, False, False, False, False, False, False, False, False, False]",,73,3,22,https://www.instagram.com/p/bD3oI-HxCM/,2,2,Thursday - 27 Jun 2013,01 PM,4.10958904109589,https://instagram.fcai2-1.fna.fbcdn.net/v/t51.2885-19/11421954_1616539941964334_441288015_a.jpg?_nc_ht=instagram.fcai2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=gwtb6lAfhecAX-nWw1s&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-V2rMHvOO9lnQrhm2i9aHiNu9Tnm4wM5FvWdxlGV9XAw&oe=6292013F&_nc_sid=7bff83
hamami,,,"[False, False, False, False, False, False, False, False, False, False, False, False]",,73,3,22,https://www.instagram.com/p/bDpy3unxI9/,1,2,Thursday - 27 Jun 2013,11 AM,4.10958904109589,https://instagram.fcai2-1.fna.fbcdn.net/v/t51.2885-19/11421954_1616539941964334_441288015_a.jpg?_nc_ht=instagram.fcai2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=gwtb6lAfhecAX-nWw1s&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-V2rMHvOO9lnQrhm2i9aHiNu9Tnm4wM5FvWdxlGV9XAw&oe=6292013F&_nc_sid=7bff83
tamerhosny,Tamer Hosny,"Singer, Actor & Producer. 
First Arab Artist in history to get his hand & footprint in Chinese theater, Hollywood.
Guinness World Records awarded .","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/91XBdyAPEFw,22323601,101,1622,https://www.instagram.com/p/Cdlur8AIozG/,28814,1060,Sunday - 15 May 2022,08 PM,0.2149474002872565,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/277822256_316775523881895_4337468839754784094_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=1vJX6QdIkOYAX-yaM3g&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-4gIM0wx4bAuxPDOJljyiSRUHXHOixGGuLOIL_Jvyi_Q&oe=629144C8&_nc_sid=7bff83
tamerhosny,Tamer Hosny,"Singer, Actor & Producer. 
First Arab Artist in history to get his hand & footprint in Chinese theater, Hollywood.
Guinness World Records awarded .","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/91XBdyAPEFw,22323601,101,1622,https://www.instagram.com/p/CdhDFm6odgZ/,27131,802,Saturday - 14 May 2022,01 AM,0.2149474002872565,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/277822256_316775523881895_4337468839754784094_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=1vJX6QdIkOYAX-yaM3g&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-4gIM0wx4bAuxPDOJljyiSRUHXHOixGGuLOIL_Jvyi_Q&oe=629144C8&_nc_sid=7bff83
tamerhosny,Tamer Hosny,"Singer, Actor & Producer. 
First Arab Artist in history to get his hand & footprint in Chinese theater, Hollywood.
Guinness World Records awarded .","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/91XBdyAPEFw,22323601,101,1622,https://www.instagram.com/p/CdTuwb1g6ya/,51914,1606,Sunday - 08 May 2022,09 PM,0.2149474002872565,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/277822256_316775523881895_4337468839754784094_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=1vJX6QdIkOYAX-yaM3g&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-4gIM0wx4bAuxPDOJljyiSRUHXHOixGGuLOIL_Jvyi_Q&oe=629144C8&_nc_sid=7bff83
tamerhosny,Tamer Hosny,"Singer, Actor & Producer. 
First Arab Artist in history to get his hand & footprint in Chinese theater, Hollywood.
Guinness World Records awarded .","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/91XBdyAPEFw,22323601,101,1622,https://www.instagram.com/p/CdQGwK4sXZt/,68337,1418,Saturday - 07 May 2022,11 AM,0.2149474002872565,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/277822256_316775523881895_4337468839754784094_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=1vJX6QdIkOYAX-yaM3g&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-4gIM0wx4bAuxPDOJljyiSRUHXHOixGGuLOIL_Jvyi_Q&oe=629144C8&_nc_sid=7bff83
tamerhosny,Tamer Hosny,"Singer, Actor & Producer. 
First Arab Artist in history to get his hand & footprint in Chinese theater, Hollywood.
Guinness World Records awarded .","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/91XBdyAPEFw,22323601,101,1622,https://www.instagram.com/p/CdOF0avA6yZ/,160075,2782,Friday - 06 May 2022,04 PM,0.2149474002872565,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/277822256_316775523881895_4337468839754784094_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=1vJX6QdIkOYAX-yaM3g&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-4gIM0wx4bAuxPDOJljyiSRUHXHOixGGuLOIL_Jvyi_Q&oe=629144C8&_nc_sid=7bff83
tamerhosny,Tamer Hosny,"Singer, Actor & Producer. 
First Arab Artist in history to get his hand & footprint in Chinese theater, Hollywood.
Guinness World Records awarded .","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/91XBdyAPEFw,22323601,101,1622,https://www.instagram.com/p/CdLjs4ygtKz/,122897,4705,Thursday - 05 May 2022,05 PM,0.2149474002872565,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/277822256_316775523881895_4337468839754784094_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=1vJX6QdIkOYAX-yaM3g&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-4gIM0wx4bAuxPDOJljyiSRUHXHOixGGuLOIL_Jvyi_Q&oe=629144C8&_nc_sid=7bff83
tamerhosny,Tamer Hosny,"Singer, Actor & Producer. 
First Arab Artist in history to get his hand & footprint in Chinese theater, Hollywood.
Guinness World Records awarded .","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/91XBdyAPEFw,22323601,101,1622,https://www.instagram.com/p/CdDlYNOsKyM/,117420,2599,Monday - 02 May 2022,02 PM,0.2149474002872565,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/277822256_316775523881895_4337468839754784094_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=1vJX6QdIkOYAX-yaM3g&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-4gIM0wx4bAuxPDOJljyiSRUHXHOixGGuLOIL_Jvyi_Q&oe=629144C8&_nc_sid=7bff83
tamerhosny,Tamer Hosny,"Singer, Actor & Producer. 
First Arab Artist in history to get his hand & footprint in Chinese theater, Hollywood.
Guinness World Records awarded .","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/91XBdyAPEFw,22323601,101,1622,https://www.instagram.com/p/Cc8J8B0Aaaf/,95221,2922,Friday - 29 Apr 2022,05 PM,0.2149474002872565,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/277822256_316775523881895_4337468839754784094_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=1vJX6QdIkOYAX-yaM3g&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-4gIM0wx4bAuxPDOJljyiSRUHXHOixGGuLOIL_Jvyi_Q&oe=629144C8&_nc_sid=7bff83
tamerhosny,Tamer Hosny,"Singer, Actor & Producer. 
First Arab Artist in history to get his hand & footprint in Chinese theater, Hollywood.
Guinness World Records awarded .","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/91XBdyAPEFw,22323601,101,1622,https://www.instagram.com/p/Cc6VEWAsZKA/,306571,4999,Friday - 29 Apr 2022,12 AM,0.2149474002872565,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/277822256_316775523881895_4337468839754784094_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=1vJX6QdIkOYAX-yaM3g&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-4gIM0wx4bAuxPDOJljyiSRUHXHOixGGuLOIL_Jvyi_Q&oe=629144C8&_nc_sid=7bff83
tamerhosny,Tamer Hosny,"Singer, Actor & Producer. 
First Arab Artist in history to get his hand & footprint in Chinese theater, Hollywood.
Guinness World Records awarded .","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/91XBdyAPEFw,22323601,101,1622,https://www.instagram.com/p/Cc58lVXrlTd/,47829,1106,Thursday - 28 Apr 2022,08 PM,0.2149474002872565,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/277822256_316775523881895_4337468839754784094_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=1vJX6QdIkOYAX-yaM3g&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-4gIM0wx4bAuxPDOJljyiSRUHXHOixGGuLOIL_Jvyi_Q&oe=629144C8&_nc_sid=7bff83
tamerhosny,Tamer Hosny,"Singer, Actor & Producer. 
First Arab Artist in history to get his hand & footprint in Chinese theater, Hollywood.
Guinness World Records awarded .","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/91XBdyAPEFw,22323601,101,1622,https://www.instagram.com/p/CcVZuxpApd7/,53482,2067,Thursday - 14 Apr 2022,04 PM,0.2149474002872565,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/277822256_316775523881895_4337468839754784094_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=1vJX6QdIkOYAX-yaM3g&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-4gIM0wx4bAuxPDOJljyiSRUHXHOixGGuLOIL_Jvyi_Q&oe=629144C8&_nc_sid=7bff83
tamerhosny,Tamer Hosny,"Singer, Actor & Producer. 
First Arab Artist in history to get his hand & footprint in Chinese theater, Hollywood.
Guinness World Records awarded .","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/91XBdyAPEFw,22323601,101,1622,https://www.instagram.com/p/CcI1d8wIArU/,46895,1089,Saturday - 09 Apr 2022,07 PM,0.2149474002872565,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/277822256_316775523881895_4337468839754784094_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=1vJX6QdIkOYAX-yaM3g&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-4gIM0wx4bAuxPDOJljyiSRUHXHOixGGuLOIL_Jvyi_Q&oe=629144C8&_nc_sid=7bff83
sherine,Sherine Abdel-Wahab,"An Egyptian award winning, singer, actress, and a mother of two beautiful daughters.","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/J3sge46Mgk4,10871311,52,629,https://www.instagram.com/p/CdJ8MVErSE1/,33617,753,Thursday - 05 May 2022,01 AM,0.7454574705847344,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/279477003_163506749385452_9191027729807016443_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=QGH0Ij91eyIAX9hZyPa&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT8Dut8aO_WjC6v57lvsfay96yGEw5ShdNdOaYhFca1U2A&oe=6292EBB1&_nc_sid=7bff83
sherine,Sherine Abdel-Wahab,"An Egyptian award winning, singer, actress, and a mother of two beautiful daughters.","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/J3sge46Mgk4,10871311,52,629,https://www.instagram.com/p/CdJ32tkIP1w/,76390,1114,Thursday - 05 May 2022,01 AM,0.7454574705847344,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/279477003_163506749385452_9191027729807016443_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=QGH0Ij91eyIAX9hZyPa&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT8Dut8aO_WjC6v57lvsfay96yGEw5ShdNdOaYhFca1U2A&oe=6292EBB1&_nc_sid=7bff83
sherine,Sherine Abdel-Wahab,"An Egyptian award winning, singer, actress, and a mother of two beautiful daughters.","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/J3sge46Mgk4,10871311,52,629,https://www.instagram.com/p/CdJpc_DoYLC/,552987,6625,Wednesday - 04 May 2022,11 PM,0.7454574705847344,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/279477003_163506749385452_9191027729807016443_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=QGH0Ij91eyIAX9hZyPa&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT8Dut8aO_WjC6v57lvsfay96yGEw5ShdNdOaYhFca1U2A&oe=6292EBB1&_nc_sid=7bff83
sherine,Sherine Abdel-Wahab,"An Egyptian award winning, singer, actress, and a mother of two beautiful daughters.","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/J3sge46Mgk4,10871311,52,629,https://www.instagram.com/p/CdCD_WMI_zF/,53581,980,Monday - 02 May 2022,12 AM,0.7454574705847344,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/279477003_163506749385452_9191027729807016443_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=QGH0Ij91eyIAX9hZyPa&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT8Dut8aO_WjC6v57lvsfay96yGEw5ShdNdOaYhFca1U2A&oe=6292EBB1&_nc_sid=7bff83
sherine,Sherine Abdel-Wahab,"An Egyptian award winning, singer, actress, and a mother of two beautiful daughters.","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/J3sge46Mgk4,10871311,52,629,https://www.instagram.com/p/Cc3PvGpIr05/,14571,492,Wednesday - 27 Apr 2022,07 PM,0.7454574705847344,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/279477003_163506749385452_9191027729807016443_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=QGH0Ij91eyIAX9hZyPa&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT8Dut8aO_WjC6v57lvsfay96yGEw5ShdNdOaYhFca1U2A&oe=6292EBB1&_nc_sid=7bff83
sherine,Sherine Abdel-Wahab,"An Egyptian award winning, singer, actress, and a mother of two beautiful daughters.","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/J3sge46Mgk4,10871311,52,629,https://www.instagram.com/p/Cb7z5TWoWsZ/,289802,3430,Monday - 04 Apr 2022,05 PM,0.7454574705847344,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/279477003_163506749385452_9191027729807016443_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=QGH0Ij91eyIAX9hZyPa&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT8Dut8aO_WjC6v57lvsfay96yGEw5ShdNdOaYhFca1U2A&oe=6292EBB1&_nc_sid=7bff83
sherine,Sherine Abdel-Wahab,"An Egyptian award winning, singer, actress, and a mother of two beautiful daughters.","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/J3sge46Mgk4,10871311,52,629,https://www.instagram.com/p/CbzrmvaoLSX/,42040,1189,Friday - 01 Apr 2022,02 PM,0.7454574705847344,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/279477003_163506749385452_9191027729807016443_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=QGH0Ij91eyIAX9hZyPa&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT8Dut8aO_WjC6v57lvsfay96yGEw5ShdNdOaYhFca1U2A&oe=6292EBB1&_nc_sid=7bff83
