Username,Full name,Biography,Verified,Website,No. of followers,No. of Following,No. of Uploads,Post Url,Likes,Comments,Day,Time,Engagement rate,Profile Picture
sherine,Sherine Abdel-Wahab,"An Egyptian award winning, singer, actress, and a mother of two beautiful daughters.","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/J3sge46Mgk4,10871311,52,629,https://www.instagram.com/p/CbnCxAvIoVG/,52344,1016,Sunday - 27 Mar 2022,04 PM,0.7454574705847344,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/279477003_163506749385452_9191027729807016443_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=QGH0Ij91eyIAX9hZyPa&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT8Dut8aO_WjC6v57lvsfay96yGEw5ShdNdOaYhFca1U2A&oe=6292EBB1&_nc_sid=7bff83
sherine,Sherine Abdel-Wahab,"An Egyptian award winning, singer, actress, and a mother of two beautiful daughters.","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/J3sge46Mgk4,10871311,52,629,https://www.instagram.com/p/CbaQWYgoZB8/,122148,1976,Tuesday - 22 Mar 2022,04 PM,0.7454574705847344,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/279477003_163506749385452_9191027729807016443_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=QGH0Ij91eyIAX9hZyPa&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT8Dut8aO_WjC6v57lvsfay96yGEw5ShdNdOaYhFca1U2A&oe=6292EBB1&_nc_sid=7bff83
sherine,Sherine Abdel-Wahab,"An Egyptian award winning, singer, actress, and a mother of two beautiful daughters.","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/J3sge46Mgk4,10871311,52,629,https://www.instagram.com/p/CbXWplWIKWJ/,133490,1262,Monday - 21 Mar 2022,01 PM,0.7454574705847344,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/279477003_163506749385452_9191027729807016443_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=QGH0Ij91eyIAX9hZyPa&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT8Dut8aO_WjC6v57lvsfay96yGEw5ShdNdOaYhFca1U2A&oe=6292EBB1&_nc_sid=7bff83
sherine,Sherine Abdel-Wahab,"An Egyptian award winning, singer, actress, and a mother of two beautiful daughters.","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/J3sge46Mgk4,10871311,52,629,https://www.instagram.com/p/CbP8ouCI9O7/,131020,1841,Friday - 18 Mar 2022,04 PM,0.7454574705847344,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/279477003_163506749385452_9191027729807016443_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=QGH0Ij91eyIAX9hZyPa&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT8Dut8aO_WjC6v57lvsfay96yGEw5ShdNdOaYhFca1U2A&oe=6292EBB1&_nc_sid=7bff83
sherine,Sherine Abdel-Wahab,"An Egyptian award winning, singer, actress, and a mother of two beautiful daughters.","[True, True, True, True, True, True, True, True, True, True, True, True]",https://youtu.be/J3sge46Mgk4,10871311,52,629,https://www.instagram.com/p/CbAkuQUI6AU/,79515,1526,Saturday - 12 Mar 2022,05 PM,0.7454574705847344,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/279477003_163506749385452_9191027729807016443_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=QGH0Ij91eyIAX9hZyPa&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT8Dut8aO_WjC6v57lvsfay96yGEw5ShdNdOaYhFca1U2A&oe=6292EBB1&_nc_sid=7bff83
yasminabdelaziz_,Yasmin Abdelaziz,Egyptian Actress,"[True, True, True, True, True, True, True, True, True, True, True, True]",https://m.facebook.com/yasminabdElazizfans/,15790157,37,825,https://www.instagram.com/p/CdioUb7Isxo/,87905,2872,Saturday - 14 May 2022,04 PM,0.6087146568587001,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/261091764_252211196822780_2392424483905034130_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=90ZObvtAKE4AX9FNesw&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-i_0-Kac9sC--9pvxui7pQkaFifuHS5ZxW8-ZwVFfaUA&oe=629196A3&_nc_sid=7bff83
yasminabdelaziz_,Yasmin Abdelaziz,Egyptian Actress,"[True, True, True, True, True, True, True, True, True, True, True, True]",https://m.facebook.com/yasminabdElazizfans/,15790157,37,825,https://www.instagram.com/p/Cdf_Q6PoNQR/,69857,1255,Friday - 13 May 2022,03 PM,0.6087146568587001,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/261091764_252211196822780_2392424483905034130_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=90ZObvtAKE4AX9FNesw&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-i_0-Kac9sC--9pvxui7pQkaFifuHS5ZxW8-ZwVFfaUA&oe=629196A3&_nc_sid=7bff83
yasminabdelaziz_,Yasmin Abdelaziz,Egyptian Actress,"[True, True, True, True, True, True, True, True, True, True, True, True]",https://m.facebook.com/yasminabdElazizfans/,15790157,37,825,https://www.instagram.com/p/Cdbd5kbgLRh/,374532,10024,Wednesday - 11 May 2022,09 PM,0.6087146568587001,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/261091764_252211196822780_2392424483905034130_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=90ZObvtAKE4AX9FNesw&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-i_0-Kac9sC--9pvxui7pQkaFifuHS5ZxW8-ZwVFfaUA&oe=629196A3&_nc_sid=7bff83
yasminabdelaziz_,Yasmin Abdelaziz,Egyptian Actress,"[True, True, True, True, True, True, True, True, True, True, True, True]",https://m.facebook.com/yasminabdElazizfans/,15790157,37,825,https://www.instagram.com/p/CdTkLlRALo7/,90775,1752,Sunday - 08 May 2022,07 PM,0.6087146568587001,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/261091764_252211196822780_2392424483905034130_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=90ZObvtAKE4AX9FNesw&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-i_0-Kac9sC--9pvxui7pQkaFifuHS5ZxW8-ZwVFfaUA&oe=629196A3&_nc_sid=7bff83
yasminabdelaziz_,Yasmin Abdelaziz,Egyptian Actress,"[True, True, True, True, True, True, True, True, True, True, True, True]",https://m.facebook.com/yasminabdElazizfans/,15790157,37,825,https://www.instagram.com/p/CdOmUU1A4r3/,176502,1546,Friday - 06 May 2022,09 PM,0.6087146568587001,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/261091764_252211196822780_2392424483905034130_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=90ZObvtAKE4AX9FNesw&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-i_0-Kac9sC--9pvxui7pQkaFifuHS5ZxW8-ZwVFfaUA&oe=629196A3&_nc_sid=7bff83
yasminabdelaziz_,Yasmin Abdelaziz,Egyptian Actress,"[True, True, True, True, True, True, True, True, True, True, True, True]",https://m.facebook.com/yasminabdElazizfans/,15790157,37,825,https://www.instagram.com/p/CdOmGvKA1Z9/,84090,1040,Friday - 06 May 2022,09 PM,0.6087146568587001,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/261091764_252211196822780_2392424483905034130_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=90ZObvtAKE4AX9FNesw&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-i_0-Kac9sC--9pvxui7pQkaFifuHS5ZxW8-ZwVFfaUA&oe=629196A3&_nc_sid=7bff83
yasminabdelaziz_,Yasmin Abdelaziz,Egyptian Actress,"[True, True, True, True, True, True, True, True, True, True, True, True]",https://m.facebook.com/yasminabdElazizfans/,15790157,37,825,https://www.instagram.com/p/CdOmBj_Ar5m/,80122,1501,Friday - 06 May 2022,09 PM,0.6087146568587001,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/261091764_252211196822780_2392424483905034130_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=90ZObvtAKE4AX9FNesw&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-i_0-Kac9sC--9pvxui7pQkaFifuHS5ZxW8-ZwVFfaUA&oe=629196A3&_nc_sid=7bff83
yasminabdelaziz_,Yasmin Abdelaziz,Egyptian Actress,"[True, True, True, True, True, True, True, True, True, True, True, True]",https://m.facebook.com/yasminabdElazizfans/,15790157,37,825,https://www.instagram.com/p/CdL19Xlgza2/,136877,1390,Thursday - 05 May 2022,07 PM,0.6087146568587001,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/261091764_252211196822780_2392424483905034130_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=90ZObvtAKE4AX9FNesw&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-i_0-Kac9sC--9pvxui7pQkaFifuHS5ZxW8-ZwVFfaUA&oe=629196A3&_nc_sid=7bff83
yasminabdelaziz_,Yasmin Abdelaziz,Egyptian Actress,"[True, True, True, True, True, True, True, True, True, True, True, True]",https://m.facebook.com/yasminabdElazizfans/,15790157,37,825,https://www.instagram.com/p/CdLy6qNoRxz/,259987,2059,Thursday - 05 May 2022,07 PM,0.6087146568587001,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/261091764_252211196822780_2392424483905034130_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=90ZObvtAKE4AX9FNesw&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-i_0-Kac9sC--9pvxui7pQkaFifuHS5ZxW8-ZwVFfaUA&oe=629196A3&_nc_sid=7bff83
yasminabdelaziz_,Yasmin Abdelaziz,Egyptian Actress,"[True, True, True, True, True, True, True, True, True, True, True, True]",https://m.facebook.com/yasminabdElazizfans/,15790157,37,825,https://www.instagram.com/p/CdLkcMlIZWx/,105658,1370,Thursday - 05 May 2022,05 PM,0.6087146568587001,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/261091764_252211196822780_2392424483905034130_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=90ZObvtAKE4AX9FNesw&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-i_0-Kac9sC--9pvxui7pQkaFifuHS5ZxW8-ZwVFfaUA&oe=629196A3&_nc_sid=7bff83
yasminabdelaziz_,Yasmin Abdelaziz,Egyptian Actress,"[True, True, True, True, True, True, True, True, True, True, True, True]",https://m.facebook.com/yasminabdElazizfans/,15790157,37,825,https://www.instagram.com/p/CdLkD-HItaA/,56632,1018,Thursday - 05 May 2022,05 PM,0.6087146568587001,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/261091764_252211196822780_2392424483905034130_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=90ZObvtAKE4AX9FNesw&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-i_0-Kac9sC--9pvxui7pQkaFifuHS5ZxW8-ZwVFfaUA&oe=629196A3&_nc_sid=7bff83
yasminabdelaziz_,Yasmin Abdelaziz,Egyptian Actress,"[True, True, True, True, True, True, True, True, True, True, True, True]",https://m.facebook.com/yasminabdElazizfans/,15790157,37,825,https://www.instagram.com/p/CdLgGLeoeRx/,94987,1130,Thursday - 05 May 2022,04 PM,0.6087146568587001,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/261091764_252211196822780_2392424483905034130_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=90ZObvtAKE4AX9FNesw&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-i_0-Kac9sC--9pvxui7pQkaFifuHS5ZxW8-ZwVFfaUA&oe=629196A3&_nc_sid=7bff83
yasmine_sabri,Yasmine Sabri,I Dream,"[True, True, True, True, True, True, True, True, True, True, True, True]",http://www.yasminesabri.net/,19002408,92,1363,https://www.instagram.com/p/Cd3igeqqpXg/,393904,5114,Sunday - 22 May 2022,06 PM,2.8952014923582317,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/193962044_525385478492930_8095137717561390252_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=DvjOkkrXJKAAX_GdPng&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT9RSXd1nn_gxSZ0GEVX0VOB-bXV5IYdSrK-XSLw9bJ3mA&oe=6292D896&_nc_sid=7bff83
yasmine_sabri,Yasmine Sabri,I Dream,"[True, True, True, True, True, True, True, True, True, True, True, True]",http://www.yasminesabri.net/,19002408,92,1363,https://www.instagram.com/p/CdtaHnVKWfV/,356002,4655,Wednesday - 18 May 2022,08 PM,2.8952014923582317,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/193962044_525385478492930_8095137717561390252_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=DvjOkkrXJKAAX_GdPng&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT9RSXd1nn_gxSZ0GEVX0VOB-bXV5IYdSrK-XSLw9bJ3mA&oe=6292D896&_nc_sid=7bff83
yasmine_sabri,Yasmine Sabri,I Dream,"[True, True, True, True, True, True, True, True, True, True, True, True]",http://www.yasminesabri.net/,19002408,92,1363,https://www.instagram.com/p/CdqqHNrKj-l/,739376,7118,Tuesday - 17 May 2022,06 PM,2.8952014923582317,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/193962044_525385478492930_8095137717561390252_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=DvjOkkrXJKAAX_GdPng&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT9RSXd1nn_gxSZ0GEVX0VOB-bXV5IYdSrK-XSLw9bJ3mA&oe=6292D896&_nc_sid=7bff83
yasmine_sabri,Yasmine Sabri,I Dream,"[True, True, True, True, True, True, True, True, True, True, True, True]",http://www.yasminesabri.net/,19002408,92,1363,https://www.instagram.com/p/CdjN3J3qKUL/,957004,12104,Saturday - 14 May 2022,09 PM,2.8952014923582317,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/193962044_525385478492930_8095137717561390252_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=DvjOkkrXJKAAX_GdPng&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT9RSXd1nn_gxSZ0GEVX0VOB-bXV5IYdSrK-XSLw9bJ3mA&oe=6292D896&_nc_sid=7bff83
yasmine_sabri,Yasmine Sabri,I Dream,"[True, True, True, True, True, True, True, True, True, True, True, True]",http://www.yasminesabri.net/,19002408,92,1363,https://www.instagram.com/p/CdgI4JlopEP/,634596,8430,Friday - 13 May 2022,04 PM,2.8952014923582317,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/193962044_525385478492930_8095137717561390252_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=DvjOkkrXJKAAX_GdPng&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT9RSXd1nn_gxSZ0GEVX0VOB-bXV5IYdSrK-XSLw9bJ3mA&oe=6292D896&_nc_sid=7bff83
yasmine_sabri,Yasmine Sabri,I Dream,"[True, True, True, True, True, True, True, True, True, True, True, True]",http://www.yasminesabri.net/,19002408,92,1363,https://www.instagram.com/p/CdakX_xq47k/,694214,10666,Wednesday - 11 May 2022,12 PM,2.8952014923582317,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/193962044_525385478492930_8095137717561390252_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=DvjOkkrXJKAAX_GdPng&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT9RSXd1nn_gxSZ0GEVX0VOB-bXV5IYdSrK-XSLw9bJ3mA&oe=6292D896&_nc_sid=7bff83
yasmine_sabri,Yasmine Sabri,I Dream,"[True, True, True, True, True, True, True, True, True, True, True, True]",http://www.yasminesabri.net/,19002408,92,1363,https://www.instagram.com/p/Cc51CL0KdfW/,88198,2303,Thursday - 28 Apr 2022,07 PM,2.8952014923582317,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/193962044_525385478492930_8095137717561390252_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=DvjOkkrXJKAAX_GdPng&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT9RSXd1nn_gxSZ0GEVX0VOB-bXV5IYdSrK-XSLw9bJ3mA&oe=6292D896&_nc_sid=7bff83
yasmine_sabri,Yasmine Sabri,I Dream,"[True, True, True, True, True, True, True, True, True, True, True, True]",http://www.yasminesabri.net/,19002408,92,1363,https://www.instagram.com/p/CctIcVSqUqA/,460168,4604,Saturday - 23 Apr 2022,09 PM,2.8952014923582317,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/193962044_525385478492930_8095137717561390252_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=DvjOkkrXJKAAX_GdPng&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT9RSXd1nn_gxSZ0GEVX0VOB-bXV5IYdSrK-XSLw9bJ3mA&oe=6292D896&_nc_sid=7bff83
yasmine_sabri,Yasmine Sabri,I Dream,"[True, True, True, True, True, True, True, True, True, True, True, True]",http://www.yasminesabri.net/,19002408,92,1363,https://www.instagram.com/p/CcdvQgMqr3K/,316228,4264,Sunday - 17 Apr 2022,09 PM,2.8952014923582317,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/193962044_525385478492930_8095137717561390252_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=DvjOkkrXJKAAX_GdPng&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT9RSXd1nn_gxSZ0GEVX0VOB-bXV5IYdSrK-XSLw9bJ3mA&oe=6292D896&_nc_sid=7bff83
yasmine_sabri,Yasmine Sabri,I Dream,"[True, True, True, True, True, True, True, True, True, True, True, True]",http://www.yasminesabri.net/,19002408,92,1363,https://www.instagram.com/p/CcbIy6-KOYY/,453211,7262,Saturday - 16 Apr 2022,09 PM,2.8952014923582317,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/193962044_525385478492930_8095137717561390252_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=DvjOkkrXJKAAX_GdPng&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT9RSXd1nn_gxSZ0GEVX0VOB-bXV5IYdSrK-XSLw9bJ3mA&oe=6292D896&_nc_sid=7bff83
yasmine_sabri,Yasmine Sabri,I Dream,"[True, True, True, True, True, True, True, True, True, True, True, True]",http://www.yasminesabri.net/,19002408,92,1363,https://www.instagram.com/p/CcQy6FDqmNE/,210251,3332,Tuesday - 12 Apr 2022,09 PM,2.8952014923582317,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/193962044_525385478492930_8095137717561390252_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=DvjOkkrXJKAAX_GdPng&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT9RSXd1nn_gxSZ0GEVX0VOB-bXV5IYdSrK-XSLw9bJ3mA&oe=6292D896&_nc_sid=7bff83
yasmine_sabri,Yasmine Sabri,I Dream,"[True, True, True, True, True, True, True, True, True, True, True, True]",http://www.yasminesabri.net/,19002408,92,1363,https://www.instagram.com/p/CcLn4asqYFu/,542453,7705,Sunday - 10 Apr 2022,09 PM,2.8952014923582317,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/193962044_525385478492930_8095137717561390252_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=DvjOkkrXJKAAX_GdPng&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT9RSXd1nn_gxSZ0GEVX0VOB-bXV5IYdSrK-XSLw9bJ3mA&oe=6292D896&_nc_sid=7bff83
hanadymehanna,Hanady,"French 🇫🇷 - Egyptian 🇪🇬
Managed by @starbuzztalents","[True, True, True, True, True, True, True, True, True, True, True, True]",,5123440,824,567,https://www.instagram.com/p/Cd3jb-dtC4l/,115975,543,Sunday - 22 May 2022,07 PM,8.195997220617397,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/280549505_146814364555833_2238736212573317639_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=01CcZrJom8UAX-YefCH&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT9qpvZdm6nu8jZV0-CimWBP1Nvd9IH2A2-avFz7jxyuaA&oe=629163A1&_nc_sid=7bff83
hanadymehanna,Hanady,"French 🇫🇷 - Egyptian 🇪🇬
Managed by @starbuzztalents","[True, True, True, True, True, True, True, True, True, True, True, True]",,5123440,824,567,https://www.instagram.com/p/Cd1Pbl9LetX/,92802,444,Saturday - 21 May 2022,09 PM,8.195997220617397,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/280549505_146814364555833_2238736212573317639_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=01CcZrJom8UAX-YefCH&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT9qpvZdm6nu8jZV0-CimWBP1Nvd9IH2A2-avFz7jxyuaA&oe=629163A1&_nc_sid=7bff83
hanadymehanna,Hanady,"French 🇫🇷 - Egyptian 🇪🇬
Managed by @starbuzztalents","[True, True, True, True, True, True, True, True, True, True, True, True]",,5123440,824,567,https://www.instagram.com/p/Cdxt0UxtFZk/,81246,517,Friday - 20 May 2022,12 PM,8.195997220617397,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/280549505_146814364555833_2238736212573317639_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=01CcZrJom8UAX-YefCH&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT9qpvZdm6nu8jZV0-CimWBP1Nvd9IH2A2-avFz7jxyuaA&oe=629163A1&_nc_sid=7bff83
hanadymehanna,Hanady,"French 🇫🇷 - Egyptian 🇪🇬
Managed by @starbuzztalents","[True, True, True, True, True, True, True, True, True, True, True, True]",,5123440,824,567,https://www.instagram.com/p/CdqKIEUvQHa/,205331,1000,Tuesday - 17 May 2022,02 PM,8.195997220617397,https://instagram.fcai2-2.fna.fbcdn.net/v/t51.2885-19/280549505_146814364555833_2238736212573317639_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fcai2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=01CcZrJom8UAX-YefCH&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT9qpvZdm6nu8jZV0-CimWBP1Nvd9IH2A2-avFz7jxyuaA&oe=629163A1&_nc_sid=7bff83
